vehicle_id,last_updated,previous_stop,next_stop,origin_stop,destination_stop,lat,lon,route
2260,2025-11-13T15:01:30-06:00,Lincoln and Illinois,LAR,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10715,-88.219317,ILLINI South
2261,2025-11-13T15:01:30-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1167,-88.21945,ILLINI South
2022,2025-11-13T15:01:36-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1103,-88.228617,ILLINI South
2365,2025-11-13T15:01:33-06:00,Lincoln and Church,Lincoln and Wascher,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.118583,-88.219333,ILLINI North
2017,2025-11-13T15:01:27-06:00,Fourth and Gregory,Activities and Recreation,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.103433,-88.233467,ILLINI North
2367,2025-11-13T15:02:30-06:00,Transit Plaza,Fifth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1081,-88.228883,ILLINI South
2020,2025-11-13T15:02:27-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1054,-88.232183,ILLINI North
2018,2025-11-13T15:02:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100617,-88.219333,ILLINI North
2260,2025-11-13T15:02:30-06:00,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.105867,-88.219233,ILLINI South
2261,2025-11-13T15:02:30-06:00,Campus Circle,Goodwin and Main,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116383,-88.223717,ILLINI South
2022,2025-11-13T15:02:36-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109583,-88.2289,ILLINI South
2365,2025-11-13T15:02:33-06:00,Lincoln and Wascher,Lincoln and Bradley,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.12455,-88.219383,ILLINI North
2017,2025-11-13T15:02:27-06:00,Fourth and Peabody,First and Stadium,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101483,-88.234267,ILLINI North
2367,2025-11-13T15:03:30-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.229117,ILLINI South
2020,2025-11-13T15:03:39-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10545,-88.229733,ILLINI North
2018,2025-11-13T15:03:36-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104167,-88.21915,ILLINI North
2260,2025-11-13T15:03:27-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10295,-88.219217,ILLINI South
2261,2025-11-13T15:03:30-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.114,-88.22405,ILLINI South
2022,2025-11-13T15:03:30-06:00,Transit Plaza,Fifth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107283,-88.228883,ILLINI South
2365,2025-11-13T15:03:33-06:00,Lincoln and Bradley,Kettering and Linview,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.12795,-88.219467,ILLINI North
2017,2025-11-13T15:03:39-06:00,Activities and Recreation,First and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101433,-88.238283,ILLINI North
2367,2025-11-13T15:04:30-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.231967,ILLINI South
2020,2025-11-13T15:04:39-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1059,-88.228767,ILLINI North
2018,2025-11-13T15:04:36-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107217,-88.219183,ILLINI North
2260,2025-11-13T15:04:30-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.099067,-88.21955,ILLINI South
2261,2025-11-13T15:04:30-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1126,-88.224017,ILLINI South
2022,2025-11-13T15:04:27-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.230033,ILLINI South
2365,2025-11-13T15:04:33-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.131233,-88.217717,ILLINI North
2017,2025-11-13T15:04:39-06:00,First and Stadium,First and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.103817,-88.2386,ILLINI North
2367,2025-11-13T15:05:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107817,-88.233467,ILLINI South
2020,2025-11-13T15:05:30-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.108233,-88.228867,ILLINI North
2018,2025-11-13T15:05:36-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1091,-88.21975,ILLINI North
2260,2025-11-13T15:04:57-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:05:33-06:00,Goodwin at Ceramics Building,Illini Union,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110517,-88.225083,ILLINI South
2022,2025-11-13T15:05:27-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106833,-88.233133,ILLINI South
2365,2025-11-13T15:05:33-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.132283,-88.217783,ILLINI North
2017,2025-11-13T15:05:39-06:00,First and Gregory,First and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105567,-88.238583,ILLINI North
2367,2025-11-13T15:06:30-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107967,-88.235683,ILLINI South
2020,2025-11-13T15:06:30-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10985,-88.228833,ILLINI North
2018,2025-11-13T15:06:36-06:00,Lincoln and Illinois,Chemical and Life Sciences,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109083,-88.2221,ILLINI North
2260,2025-11-13T15:04:57-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:06:36-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110333,-88.2276,ILLINI South
2022,2025-11-13T15:06:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107433,-88.233483,ILLINI South
2365,2025-11-13T15:06:33-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.132283,-88.217783,ILLINI North
2017,2025-11-13T15:06:33-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107867,-88.238217,ILLINI North
2367,2025-11-13T15:07:30-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10795,-88.2385,ILLINI South
2020,2025-11-13T15:07:30-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.11,-88.228817,ILLINI North
2018,2025-11-13T15:07:36-06:00,Illinois Street Residence Hall,Goodwin and Nevada,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107717,-88.223933,ILLINI North
2260,2025-11-13T15:04:57-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:07:36-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110333,-88.2276,ILLINI South
2022,2025-11-13T15:07:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10795,-88.235233,ILLINI South
2365,2025-11-13T15:07:33-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.132283,-88.217783,ILLINI North
2017,2025-11-13T15:07:33-06:00,Third and Daniel,Fifth and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107883,-88.235117,ILLINI North
2367,2025-11-13T15:08:30-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10795,-88.2385,ILLINI South
2020,2025-11-13T15:08:30-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110367,-88.226983,ILLINI North
2018,2025-11-13T15:08:27-06:00,Chemical and Life Sciences,Goodwin and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.106267,-88.223883,ILLINI North
2260,2025-11-13T15:08:27-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:08:27-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1102,-88.228867,ILLINI South
2022,2025-11-13T15:08:27-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107933,-88.238217,ILLINI South
2365,2025-11-13T15:08:33-06:00,Linview and Killarney,Unknown,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.132333,-88.218733,ILLINI North
2017,2025-11-13T15:08:33-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105667,-88.233483,ILLINI North
2367,2025-11-13T15:09:30-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.105517,-88.2387,ILLINI South
2020,2025-11-13T15:09:33-06:00,Illini Union,Goodwin and Main,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1105,-88.224233,ILLINI North
2018,2025-11-13T15:09:30-06:00,Goodwin and Nevada,Gregory at Mumford Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104633,-88.223867,ILLINI North
2260,2025-11-13T15:09:27-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:09:36-06:00,Transit Plaza,Fifth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107333,-88.228883,ILLINI South
2022,2025-11-13T15:09:27-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107267,-88.238717,ILLINI South
2365,2025-11-13T15:09:39-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128033,-88.219617,ILLINI South
2017,2025-11-13T15:09:33-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1054,-88.231417,ILLINI North
2367,2025-11-13T15:10:30-06:00,First and Gregory,Activities and Recreation,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103983,-88.238667,ILLINI South
2020,2025-11-13T15:10:36-06:00,Goodwin at Materials Research,University and Goodwin,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.111933,-88.223917,ILLINI North
2018,2025-11-13T15:10:27-06:00,Goodwin and Gregory,Gregory at Library,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1042,-88.22555,ILLINI North
2260,2025-11-13T15:10:39-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:10:39-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.2302,ILLINI South
2022,2025-11-13T15:10:27-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.105483,-88.2387,ILLINI South
2365,2025-11-13T15:10:39-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.126267,-88.219567,ILLINI South
2017,2025-11-13T15:10:36-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105817,-88.228783,ILLINI North
2367,2025-11-13T15:11:30-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101567,-88.23865,ILLINI South
2020,2025-11-13T15:11:36-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1156,-88.223983,ILLINI North
2018,2025-11-13T15:11:27-06:00,Gregory at Mumford Hall,Fourth and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104183,-88.228617,ILLINI North
2260,2025-11-13T15:11:27-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2261,2025-11-13T15:11:39-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.233267,ILLINI South
2022,2025-11-13T15:11:27-06:00,First and Gregory,Activities and Recreation,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.102933,-88.23865,ILLINI South
2365,2025-11-13T15:11:39-06:00,ONYX Apartments,Fairview and Lincoln,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.122317,-88.219517,ILLINI South
2017,2025-11-13T15:11:27-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.108317,-88.228817,ILLINI North
2367,2025-11-13T15:12:30-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101417,-88.235933,ILLINI South
2020,2025-11-13T15:12:36-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116217,-88.223967,ILLINI North
2018,2025-11-13T15:12:27-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104183,-88.230033,ILLINI North
2260,2025-11-13T15:12:33-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.0994,-88.222583,ILLINI North
2261,2025-11-13T15:12:39-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1078,-88.233467,ILLINI South
2022,2025-11-13T15:12:27-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101417,-88.238617,ILLINI South
2365,2025-11-13T15:12:39-06:00,Fairview and Lincoln,Campus Circle,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11775,-88.2195,ILLINI South
2017,2025-11-13T15:12:33-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109667,-88.22885,ILLINI North
2367,2025-11-13T15:13:30-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101567,-88.233333,ILLINI South
2020,2025-11-13T15:13:39-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.116433,-88.2194,ILLINI North
2018,2025-11-13T15:13:27-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104117,-88.233183,ILLINI North
2260,2025-11-13T15:13:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100567,-88.222,ILLINI North
2261,2025-11-13T15:13:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107967,-88.235683,ILLINI South
2022,2025-11-13T15:13:27-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10145,-88.234967,ILLINI South
2365,2025-11-13T15:13:39-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1165,-88.220617,ILLINI South
2017,2025-11-13T15:13:33-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1101,-88.228817,ILLINI North
2367,2025-11-13T15:14:30-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103983,-88.233383,ILLINI South
2020,2025-11-13T15:14:36-06:00,Lincoln and Church,Lincoln and Wascher,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.11985,-88.219367,ILLINI North
2018,2025-11-13T15:14:30-06:00,Fourth and Gregory,Activities and Recreation,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.102383,-88.2334,ILLINI North
2260,2025-11-13T15:14:30-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1014,-88.2191,ILLINI North
2261,2025-11-13T15:14:27-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107967,-88.235683,ILLINI South
2022,2025-11-13T15:14:30-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101467,-88.233517,ILLINI South
2365,2025-11-13T15:14:39-06:00,Campus Circle,Goodwin and Main,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116417,-88.223817,ILLINI South
2017,2025-11-13T15:14:33-06:00,Transit Plaza,Goodwin at Materials Research,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110383,-88.226867,ILLINI North
2367,2025-11-13T15:15:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.232633,ILLINI South
2020,2025-11-13T15:15:36-06:00,Lincoln and Wascher,Lincoln and Bradley,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.123333,-88.2194,ILLINI North
2018,2025-11-13T15:15:30-06:00,Fourth and Peabody,First and Stadium,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101483,-88.236367,ILLINI North
2260,2025-11-13T15:15:30-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104517,-88.21915,ILLINI North
2261,2025-11-13T15:15:27-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107917,-88.23775,ILLINI South
2022,2025-11-13T15:15:27-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10245,-88.23335,ILLINI South
2365,2025-11-13T15:15:30-06:00,Goodwin and Clark,Goodwin at Ceramics Building,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.114733,-88.22405,ILLINI South
2017,2025-11-13T15:15:30-06:00,Illini Union,Goodwin and Main,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1105,-88.224367,ILLINI North
2367,2025-11-13T15:16:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10415,-88.228533,ILLINI South
2020,2025-11-13T15:16:36-06:00,Atrium Apts,Lincoln and Kettering Park,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1269,-88.21945,ILLINI North
2018,2025-11-13T15:16:30-06:00,Activities and Recreation,First and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.102183,-88.238583,ILLINI North
2260,2025-11-13T15:16:30-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10695,-88.21915,ILLINI North
2261,2025-11-13T15:16:27-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1077,-88.23875,ILLINI South
2022,2025-11-13T15:16:30-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103583,-88.233367,ILLINI South
2365,2025-11-13T15:16:33-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.111883,-88.224,ILLINI South
2017,2025-11-13T15:16:39-06:00,Goodwin at Materials Research,University and Goodwin,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.113517,-88.223983,ILLINI North
2367,2025-11-13T15:17:27-06:00,Gregory at Library,Goodwin and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10415,-88.226633,ILLINI South
2020,2025-11-13T15:17:36-06:00,Lincoln and Bradley,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.130133,-88.219467,ILLINI North
2018,2025-11-13T15:17:30-06:00,First and Stadium,First and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1039,-88.2386,ILLINI North
2260,2025-11-13T15:17:30-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1091,-88.21975,ILLINI North
2261,2025-11-13T15:17:27-06:00,First and Armory,First and Stadium,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10435,-88.238683,ILLINI South
2022,2025-11-13T15:17:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1041,-88.230467,ILLINI South
2365,2025-11-13T15:17:30-06:00,Goodwin at Ceramics Building,Illini Union,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1107,-88.224,ILLINI South
2017,2025-11-13T15:17:36-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1161,-88.22395,ILLINI North
